model,split,index,task_name,reask,full_solved,full_replay_solved,first_turn_solved,archived_reason,first_turn_reason
72B,id,605,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,607,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,608,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,612,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,613,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,617,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,620,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,621,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,622,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,623,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,628,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,630,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,631,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,632,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,634,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,635,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,636,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,639,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,640,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,641,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,642,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,645,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,647,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,id,649,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,650,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,651,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,652,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,id,654,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,655,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,656,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,657,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,661,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,663,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,664,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,668,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,671,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,672,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,674,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,675,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,676,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,677,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,678,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,683,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,687,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,688,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,689,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,690,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,691,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,692,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,id,694,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,697,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,698,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,699,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,703,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,707,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,708,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,711,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,712,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,713,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,714,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,715,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,716,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,718,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,725,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,726,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,731,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,733,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,735,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,736,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,737,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,739,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,740,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,id,742,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,744,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,745,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,746,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,747,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,749,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,750,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,751,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,753,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,757,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,760,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,761,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,763,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,769,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,770,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,772,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,775,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,776,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,777,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,780,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,781,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,783,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,786,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,787,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,789,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,790,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,791,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,796,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,797,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,799,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,801,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,803,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,804,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,806,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,807,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,809,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,813,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,814,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,815,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,816,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,819,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,820,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,825,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,826,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,827,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,828,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,830,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,831,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,837,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,838,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,840,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,841,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,842,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,844,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,848,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,849,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,850,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,853,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,856,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,857,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,862,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,863,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,864,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,865,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,867,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,869,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,870,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,874,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,875,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,876,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,879,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,881,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,883,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,884,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,886,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,888,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,890,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,891,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,895,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,897,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,901,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,903,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,904,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,905,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,908,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,910,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,912,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,913,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,915,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,918,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,923,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,927,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,932,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,id,941,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,942,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,943,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,947,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,949,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,950,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,952,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,956,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,957,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,959,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,960,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,962,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,963,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,964,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,965,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,966,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,967,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,968,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,970,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,971,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,972,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,973,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,974,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,975,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,976,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,977,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,979,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,980,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,981,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,982,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,984,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,985,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,987,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,991,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,id,993,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,id,995,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,996,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,997,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,999,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1000,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1002,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1005,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,1010,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1013,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,1014,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1019,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,1020,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1021,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1026,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1027,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1029,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1030,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1032,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,1034,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,1037,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1039,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1040,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,1042,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,1043,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1044,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1045,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,1048,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,1050,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1051,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1053,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1054,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1058,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1060,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1061,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,1063,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1064,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,id,1066,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,1067,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1068,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,1070,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,1072,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,id,1075,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1076,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1079,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1080,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,1081,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1082,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1085,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1096,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1098,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1103,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,id,1104,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1105,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1106,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1107,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1108,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1109,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1110,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1113,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1114,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,1117,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,id,1122,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1124,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1125,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1126,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,1127,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1128,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,1130,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,1134,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,1135,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1136,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1138,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1143,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,1146,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,1149,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1152,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1153,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1155,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1156,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,1157,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,id,1158,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1159,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1162,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,1163,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,1164,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1165,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1167,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1173,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1174,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1176,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,id,1180,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1181,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1185,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1187,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1189,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1190,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1192,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1193,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1195,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,id,1197,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,id,1200,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,id,1201,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1202,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,id,1204,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1205,clear_table_with_two_robots_and_put_in_cabinet,0,1,1,1,SOLVED,SOLVED
72B,id,1207,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1210,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,id,1218,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
