split,index,task_name,ordered_units,unit_kinds,plan_length,object_count,action_skeleton,full_signature
train,52,cut_fruit_on_board,"[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",6,1,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach"",""Place""],[""Interact""]]","{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}"
train,53,toast_bread_and_set_plate,"[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change"",""multi_object_sequence""]",6,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Place""],[""Interact""]]","{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}"
train,54,set_plate_and_fork_on_table,"[""state_change(open,cabinet)"",""fetch(bowl)"",""relocate(bowl,kitchen work area)"",""fetch(tomato)"",""open_container_then_retrieve(cabinet,tomato)"",""relocate(tomato,bowl)"",""multi_object_sequence(2)""]","[""state_change"",""fetch"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",8,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Open"",""Grasp""],[""Move"",""Move""],[""Reach"",""Place""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(bowl)"",""relocate(bowl,kitchen work area)"",""fetch(tomato)"",""open_container_then_retrieve(cabinet,tomato)"",""relocate(tomato,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}"
train,55,single_move_asset_to_target,"[""fetch(wine)"",""relocate(wine,kitchen island area)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(wine)"",""relocate(wine,kitchen island area)""],""plan_length"":5}"
train,56,ensure_all_fruits_on_table,"[""fetch(banana)"",""relocate(banana,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}"
train,57,ensure_all_fruits_on_table,"[""fetch(apple)"",""relocate(apple,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}"
train,58,ensure_all_fruits_on_table,"[""fetch(banana)"",""state_change(open,cabinet)"",""relocate(banana,table)"",""fetch(pear)"",""open_container_then_retrieve(cabinet,pear)"",""relocate(pear,table)"",""multi_object_sequence(2)""]","[""fetch"",""state_change"",""relocate"",""fetch"",""open_container_then_retrieve"",""relocate"",""multi_object_sequence""]",8,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Open""],[""Move"",""Move""],[""Place"",""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(banana)"",""state_change(open,cabinet)"",""relocate(banana,table)"",""fetch(pear)"",""open_container_then_retrieve(cabinet,pear)"",""relocate(pear,table)"",""multi_object_sequence(2)""],""plan_length"":8}"
train,59,clear_table_with_two_robots_and_put_in_cabinet,"[""fetch(apple)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(apple,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",7,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach""],[""Open""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(apple)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(apple,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}"
train,60,parallel_human_dual_asset_to_plate_or_bowl,"[""fetch(tomato)"",""fetch(meat)"",""relocate(tomato,bowl)"",""relocate(meat,bowl)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""multi_object_sequence""]",5,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(tomato)"",""fetch(meat)"",""relocate(tomato,bowl)"",""relocate(meat,bowl)"",""multi_object_sequence(2)""],""plan_length"":5}"
train,61,cut_two_fruits_on_board,"[""fetch(knife)"",""fetch(pear)"",""fetch(banana)"",""relocate(pear,wooden cutting board)"",""relocate(banana,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""fetch"",""relocate"",""relocate"",""state_change"",""multi_object_sequence""]",9,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move""],[""Reach""],[""Grasp""],[""Move"",""Move""],[""Place""],[""Interact""]]","{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""fetch(banana)"",""relocate(pear,wooden cutting board)"",""relocate(banana,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}"
train,62,clear_table_with_two_robots_and_put_in_cabinet,"[""fetch(knife)"",""fetch(tomato)"",""state_change(open,cabinet)"",""relocate(knife,cabinet)"",""relocate(tomato,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",7,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach""],[""Open""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(tomato)"",""state_change(open,cabinet)"",""relocate(knife,cabinet)"",""relocate(tomato,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}"
train,63,wash_fruit_and_serve,"[""fetch(tomato)"",""relocate(tomato,sink)"",""state_change(interact,sink)"",""fetch(tomato)"",""check_then_act(sink,tomato)"",""relocate(tomato,plate)""]","[""fetch"",""relocate"",""state_change"",""fetch"",""check_then_act"",""relocate""]",11,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""],[""Interact""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,sink)"",""state_change(interact,sink)"",""fetch(tomato)"",""check_then_act(sink,tomato)"",""relocate(tomato,plate)""],""plan_length"":11}"
train,64,wash_fruit_and_serve,"[""fetch(apple)"",""relocate(apple,sink)"",""state_change(interact,sink)"",""fetch(apple)"",""check_then_act(sink,apple)"",""relocate(apple,bowl)""]","[""fetch"",""relocate"",""state_change"",""fetch"",""check_then_act"",""relocate""]",11,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""],[""Interact""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,sink)"",""state_change(interact,sink)"",""fetch(apple)"",""check_then_act(sink,apple)"",""relocate(apple,bowl)""],""plan_length"":11}"
train,65,cut_two_fruits_on_board,"[""fetch(knife)"",""fetch(peach)"",""fetch(banana)"",""relocate(peach,wooden cutting board)"",""relocate(banana,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""fetch"",""relocate"",""relocate"",""state_change"",""multi_object_sequence""]",9,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move""],[""Reach""],[""Grasp""],[""Move"",""Move""],[""Place""],[""Interact""]]","{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""fetch(banana)"",""relocate(peach,wooden cutting board)"",""relocate(banana,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}"
train,66,wash_fruit_and_serve,"[""fetch(tomato)"",""relocate(tomato,sink)"",""state_change(interact,sink)"",""fetch(tomato)"",""check_then_act(sink,tomato)"",""relocate(tomato,plate)""]","[""fetch"",""relocate"",""state_change"",""fetch"",""check_then_act"",""relocate""]",11,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""],[""Interact""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,sink)"",""state_change(interact,sink)"",""fetch(tomato)"",""check_then_act(sink,tomato)"",""relocate(tomato,plate)""],""plan_length"":11}"
train,67,toast_bread_and_set_plate,"[""fetch(plate)"",""fetch(bread)"",""relocate(plate,kitchen work area)"",""relocate(bread,toaster)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change"",""multi_object_sequence""]",6,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Place""],[""Interact""]]","{""object_count"":2,""ordered_units"":[""fetch(plate)"",""fetch(bread)"",""relocate(plate,kitchen work area)"",""relocate(bread,toaster)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}"
train,68,clear_table_with_two_robots_and_put_in_cabinet,"[""fetch(apple)"",""fetch(knife)"",""state_change(open,cabinet)"",""relocate(apple,cabinet)"",""relocate(knife,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",7,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach""],[""Open""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(apple)"",""fetch(knife)"",""state_change(open,cabinet)"",""relocate(apple,cabinet)"",""relocate(knife,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}"
train,69,single_move_asset_to_target,"[""fetch(cooling fan)"",""relocate(cooling fan,kitchen work area)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(cooling fan)"",""relocate(cooling fan,kitchen work area)""],""plan_length"":5}"
train,70,ensure_all_fruits_on_table,"[""fetch(banana)"",""relocate(banana,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,table)""],""plan_length"":5}"
train,71,cut_two_fruits_on_board,"[""fetch(apple)"",""fetch(knife)"",""fetch(banana)"",""relocate(apple,wooden cutting board)"",""relocate(banana,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""fetch"",""relocate"",""relocate"",""state_change"",""multi_object_sequence""]",9,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move""],[""Reach""],[""Grasp""],[""Move"",""Move""],[""Place""],[""Interact""]]","{""object_count"":2,""ordered_units"":[""fetch(apple)"",""fetch(knife)"",""fetch(banana)"",""relocate(apple,wooden cutting board)"",""relocate(banana,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}"
train,72,ensure_all_fruits_on_table,"[""fetch(apple)"",""relocate(apple,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}"
train,73,ensure_all_fruits_on_table,"[""fetch(pear)"",""relocate(pear,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}"
train,74,cut_fruit_on_board,"[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",6,1,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach"",""Place""],[""Interact""]]","{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}"
train,75,cut_two_fruits_on_board,"[""fetch(knife)"",""fetch(peach)"",""fetch(tomato)"",""relocate(peach,wooden cutting board)"",""relocate(tomato,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""fetch"",""relocate"",""relocate"",""state_change"",""multi_object_sequence""]",9,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move""],[""Reach""],[""Grasp""],[""Move"",""Move""],[""Place""],[""Interact""]]","{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""fetch(tomato)"",""relocate(peach,wooden cutting board)"",""relocate(tomato,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}"
train,76,wash_fruit_and_serve,"[""fetch(apple)"",""relocate(apple,sink)"",""state_change(interact,sink)"",""fetch(apple)"",""check_then_act(sink,apple)"",""relocate(apple,plate)""]","[""fetch"",""relocate"",""state_change"",""fetch"",""check_then_act"",""relocate""]",11,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""],[""Interact""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,sink)"",""state_change(interact,sink)"",""fetch(apple)"",""check_then_act(sink,apple)"",""relocate(apple,plate)""],""plan_length"":11}"
train,77,wash_fruit_and_serve,"[""fetch(banana)"",""relocate(banana,sink)"",""state_change(interact,sink)"",""fetch(banana)"",""check_then_act(sink,banana)"",""relocate(banana,bowl)""]","[""fetch"",""relocate"",""state_change"",""fetch"",""check_then_act"",""relocate""]",11,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""],[""Interact""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,sink)"",""state_change(interact,sink)"",""fetch(banana)"",""check_then_act(sink,banana)"",""relocate(banana,bowl)""],""plan_length"":11}"
train,78,toast_bread_and_set_plate,"[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""state_change"",""multi_object_sequence""]",6,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Place"",""Place""],[""Interact""]]","{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}"
train,79,sequential_pick_two_and_place,"[""fetch(tomato)"",""fetch(green peas)"",""relocate(tomato,bowl)"",""relocate(green peas,bowl)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""multi_object_sequence""]",8,2,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(tomato)"",""fetch(green peas)"",""relocate(tomato,bowl)"",""relocate(green peas,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}"
train,80,sequential_pick_two_and_place,"[""fetch(apple)"",""fetch(bread)"",""relocate(apple,plate)"",""relocate(bread,plate)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""relocate"",""relocate"",""multi_object_sequence""]",8,2,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(apple)"",""fetch(bread)"",""relocate(apple,plate)"",""relocate(bread,plate)"",""multi_object_sequence(2)""],""plan_length"":8}"
train,81,cut_fruit_on_board,"[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""]","[""fetch"",""fetch"",""relocate"",""state_change""]",6,1,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach"",""Place""],[""Interact""]]","{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}"
train,82,ensure_all_fruits_on_table,"[""fetch(peach)"",""relocate(peach,table)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}"
train,83,clear_table_with_two_robots_and_put_in_cabinet,"[""fetch(peach)"",""fetch(knife)"",""state_change(open,cabinet)"",""relocate(peach,cabinet)"",""relocate(knife,cabinet)"",""multi_object_sequence(2)""]","[""fetch"",""fetch"",""state_change"",""relocate"",""relocate"",""multi_object_sequence""]",7,2,"[[""Move"",""Move""],[""Reach"",""Reach""],[""Grasp"",""Grasp""],[""Move"",""Move""],[""Reach""],[""Open""],[""Place"",""Place""]]","{""object_count"":2,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""state_change(open,cabinet)"",""relocate(peach,cabinet)"",""relocate(knife,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}"
train,84,serve_bread_from_counter,"[""fetch(apple)"",""relocate(apple,plate)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,plate)""],""plan_length"":5}"
train,85,single_move_asset_to_target,"[""fetch(peach)"",""relocate(peach,kitchen work area)""]","[""fetch"",""relocate""]",5,1,"[[""Move""],[""Reach""],[""Grasp""],[""Move""],[""Place""]]","{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,kitchen work area)""],""plan_length"":5}"
