split,index,source_task,analysis_skill,instruction,branch,conditions,absent_assets,unresolved_assets
train,92,dog_check_environment,dog_check_environment,Inspect the environment of fridge.,not_applicable,[],[],"[""fridge""]"
train,93,single_move_asset_to_target,single_move_asset_to_target,Gently move the peach onto the kitchen work area to complete this part of the task.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""peach""]",[]
train,94,dog_check_environment,dog_check_environment,Inspect the vicinity of fridge carefully.,not_applicable,[],[],"[""fridge""]"
train,95,dog_check_environment,dog_check_environment,Examine the environment near drawer.,not_applicable,[],[],"[""drawer""]"
train,96,cut_two_fruits_on_board,cut_two_fruits_on_board,Carry the apple plus the banana to the wooden cutting board; the knife will handle the slicing.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""apple"",""banana""]","[""knife"",""wooden cutting board""]"
train,97,single_move_asset_to_target,single_move_asset_to_target,Pick up the pear and place it on the kitchen island area to set things up.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""pear""]",[]
train,98,single_move_asset_to_target,single_move_asset_to_target,Please carefully place the fork onto the kitchen island area to continue the preparation.,some_absent,"[{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""fork""]",[]
train,99,toast_bread_and_set_plate,toast_bread_and_set_plate,"Begin by inserting the bread into the toaster, switch it on, and at the same time place the bowl on the kitchen work area to organize the workspace.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""toaster""},{""asset"":""bowl"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""bread"",""bowl""]","[""toaster""]"
train,100,cut_two_fruits_on_board,cut_two_fruits_on_board,"Set the peach and tomato on the wooden cutting board, then slice them cleanly with the knife.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach"",""tomato""]","[""knife"",""wooden cutting board""]"
train,101,cut_fruit_on_board,cut_fruit_on_board,Position the pear on the wooden cutting board; slice it neatly with the knife.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear""]","[""knife"",""wooden cutting board""]"
train,102,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Thoroughly check the table to ensure both the apple and the tomato are present. Retrieve the missing fruit, checking all possible locations, including cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""apple"",""tomato""]","[""cabinet""]"
train,103,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Move the bread and the fork together into the cabinet to keep the workspace organized.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""bread"",""fork""]","[""cabinet""]"
train,104,sequential_pick_two_and_place,sequential_pick_two_and_place,Organise things by dropping the apple and pear into the plate.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple"",""pear""]","[""plate""]"
train,105,cut_fruit_on_board,cut_fruit_on_board,Use the knife to slice the pear on the wooden cutting board.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear""]","[""knife"",""wooden cutting board""]"
train,106,wash_fruit_and_serve,wash_fruit_and_serve,Get the apple washed in sink and placed in the plate so it’s ready to eat.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple""]","[""plate"",""sink""]"
train,107,dog_push_box_for_two_panda_transport,dog_push_box_for_two_panda_transport,"Deliver the meat to the sink. If distance makes direct handling difficult, load the meat into a cardboardbox, transport the cardboardbox, and then unload the meat.",some_absent,"[{""asset"":""meat"",""status"":""present_elsewhere"",""target"":""sink""}]","[""meat""]","[""cardboardbox"",""sink""]"
train,108,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Inspect the table visually. Ensure both the pear and the banana are present. If not, fetch and place the missing fruit, checking all areas including cabinet.",some_absent,"[{""asset"":""pear"",""status"":""present_at_target"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""}]","[""banana""]","[""cabinet""]"
train,109,wash_fruit_and_serve,wash_fruit_and_serve,"Use the tap to clean the tomato at the sink; afterward, transfer it to the plate.",some_absent,"[{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""plate""}]","[""tomato""]","[""plate"",""sink""]"
train,110,single_move_asset_to_target,single_move_asset_to_target,Transfer the bread over to the rack and ensure it is positioned correctly.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""rack""}]","[""bread""]",[]
train,111,cut_fruit_on_board,cut_fruit_on_board,Use the knife to slice the pear on the wooden cutting board.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""pear""]","[""knife"",""wooden cutting board""]"
train,112,dog_check_environment,dog_check_environment,Inspect the environment of oven.,not_applicable,[],[],"[""oven""]"
train,113,serve_bread_after_checking_cabinet,serve_bread_after_checking_cabinet,"Place the bread onto the plate. Should it be missing, check the cabinet before proceeding.",some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""plate""}]","[""bread""]","[""cabinet"",""plate""]"
train,114,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,Ensure that both the apple and scissors are placed into the cabinet to maintain order in the workspace.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""scissors"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""apple"",""scissors""]","[""cabinet""]"
train,115,single_move_asset_to_target,single_move_asset_to_target,Put the apple on the kitchen island area so it can be used later.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""apple""]",[]
train,116,wash_fruit_and_serve,wash_fruit_and_serve,Wash off the apple at the sink and move it into the plate.,some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple""]","[""plate"",""sink""]"
train,117,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,"Gather the pumpkin and pizza, and carefully place them into the plate for organization.",some_absent,"[{""asset"":""pumpkin"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""pizza"",""status"":""present_elsewhere"",""target"":""plate""}]","[""pumpkin"",""pizza""]","[""plate""]"
train,118,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Move the bread together with the tomato into the bowl to complete this step.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""bowl""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""bread"",""tomato""]","[""bowl""]"
train,119,wash_fruit_and_serve,wash_fruit_and_serve,Wash off the peach at the sink and move it into the bowl.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""bowl""}]","[""peach""]","[""bowl"",""sink""]"
train,120,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,Ensure the pear and tomato are transferred into the plate at the same time.,some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""plate""}]","[""pear"",""tomato""]","[""plate""]"
train,121,cut_fruit_on_board,cut_fruit_on_board,Place the peach on the wooden cutting board and finish by cutting it with the knife.,some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""wooden cutting board""}]","[""peach""]","[""knife"",""wooden cutting board""]"
train,122,sequential_pick_two_and_place,sequential_pick_two_and_place,"Time to clear the counter: get apple and pear, put them in the plate.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""plate""}]","[""apple"",""pear""]","[""plate""]"
train,123,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Inspect the table visually. Ensure both the apple and the tomato are present. If not, fetch and place the missing fruit, checking all areas including cabinet.",some_absent,"[{""asset"":""apple"",""status"":""present_at_target"",""target"":""table""},{""asset"":""tomato"",""status"":""present_elsewhere"",""target"":""table""}]","[""tomato""]","[""cabinet""]"
train,124,single_move_asset_to_target,single_move_asset_to_target,Take the cup and move it to the kitchen island area in an orderly manner.,some_absent,"[{""asset"":""cup"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""cup""]",[]
train,125,dog_push_box_for_two_panda_transport,dog_push_box_for_two_panda_transport,"Bring the fork to the sink. When the sink is too far away, pack the fork into a cardboardbox, transport the cardboardbox, and take out the fork at the destination.",some_absent,"[{""asset"":""fork"",""status"":""present_elsewhere"",""target"":""sink""}]","[""fork""]","[""cardboardbox"",""sink""]"
train,126,single_move_asset_to_target,single_move_asset_to_target,Please carefully place the bread onto the kitchen work area to continue the preparation.,some_absent,"[{""asset"":""bread"",""status"":""present_elsewhere"",""target"":""kitchen work area""}]","[""bread""]",[]
train,127,clear_table_with_two_robots_and_put_in_cabinet,clear_table_with_two_robots_and_put_in_cabinet,"Collect the apple and spoon, and place them neatly into the cabinet to finish cleaning.",some_absent,"[{""asset"":""apple"",""status"":""present_elsewhere"",""target"":""cabinet""},{""asset"":""spoon"",""status"":""present_elsewhere"",""target"":""cabinet""}]","[""apple"",""spoon""]","[""cabinet""]"
train,128,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Observe the table for both the peach and banana. If one is missing, bring it along from any location, such as cabinet.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""table""},{""asset"":""banana"",""status"":""present_at_target"",""target"":""table""}]","[""peach""]","[""cabinet""]"
train,129,ensure_all_fruits_on_table,ensure_all_fruits_on_table,"Examine the table closely. If either the pear or the banana is not present, retrieve it from its current location, including cabinet, and place it on the table.",some_absent,"[{""asset"":""pear"",""status"":""present_at_target"",""target"":""table""},{""asset"":""banana"",""status"":""present_elsewhere"",""target"":""table""}]","[""banana""]","[""cabinet""]"
train,130,dog_push_box_for_two_panda_transport,dog_push_box_for_two_panda_transport,"Get the peach over to the sink. In case it’s too distant, put the peach into a cardboardbox, shift the cardboardbox to the sink, and then retrieve the peach.",some_absent,"[{""asset"":""peach"",""status"":""present_elsewhere"",""target"":""sink""}]","[""peach""]","[""cardboardbox"",""sink""]"
train,131,parallel_human_dual_asset_to_plate_or_bowl,parallel_human_dual_asset_to_plate_or_bowl,"Pick up the pear and pizza, and transport them into the plate together.",some_absent,"[{""asset"":""pear"",""status"":""present_elsewhere"",""target"":""plate""},{""asset"":""pizza"",""status"":""present_elsewhere"",""target"":""plate""}]","[""pear"",""pizza""]","[""plate""]"
train,132,single_move_asset_to_target,single_move_asset_to_target,Gently move the kettle onto the rack to complete this part of the task.,some_absent,"[{""asset"":""kettle"",""status"":""present_elsewhere"",""target"":""rack""}]","[""kettle""]",[]
train,133,single_move_asset_to_target,single_move_asset_to_target,Transfer the pizza over to the kitchen island area and ensure it is positioned correctly.,some_absent,"[{""asset"":""pizza"",""status"":""present_elsewhere"",""target"":""kitchen island area""}]","[""pizza""]",[]
